,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
152,Bird Averitt,averibi01,Career,,,TOT,,366,,22.3,4.8,11.8,.405,0.2,1.0,.249,4.6,11.1,.414,.412,2.4,3.3,.743,0.5,1.3,1.9,2.9,0.9,0.2,2.5,2.3,12.1
153,William Avery,averywi01,Career,,,NBA,,142,1,8.5,1.0,2.9,.330,0.3,1.1,.255,0.7,1.8,.376,.378,0.5,0.6,.714,0.1,0.5,0.7,1.4,0.2,0.0,0.7,0.9,2.7
154,Dennis Awtrey,awtrede01,Career,,,NBA,,733,3,19.3,1.9,4.1,.459,0.0,0.0,,1.9,4.1,.459,.459,1.0,1.6,.652,1.3,2.9,4.6,2.0,0.4,0.3,1.1,2.3,4.8
155,Gustavo Ayon,ayongu01,Career,,,NBA,,135,41,16.7,2.1,3.9,.536,0.0,0.0,.000,2.1,3.9,.537,.536,0.5,1.0,.504,1.4,3.0,4.4,1.3,0.7,0.5,0.9,2.0,4.7
156,Jeff Ayres,pendeje02,Career,,,NBA,,237,15,9.8,1.2,2.2,.553,0.0,0.0,.400,1.2,2.2,.554,.555,0.5,0.6,.776,0.8,1.8,2.7,0.4,0.2,0.3,0.6,1.5,2.9
157,Kelenna Azubuike,azubuke01,Career,,,NBA,,208,84,24.2,3.9,8.4,.459,1.0,2.5,.409,2.8,5.9,.480,.519,1.8,2.3,.770,1.2,2.8,4.0,1.1,0.6,0.5,1.0,2.0,10.5
158,Chris Babb,babbch01,Career,,,NBA,,14,0,9.4,0.6,2.1,.267,0.4,1.9,.222,0.1,0.2,.667,.367,0.0,0.0,,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6
159,Luke Babbitt,babbilu01,Career,,,NBA,,379,106,14.0,1.7,4.2,.410,1.0,2.6,.406,0.7,1.6,.417,.534,0.3,0.4,.747,0.3,1.9,2.2,0.6,0.2,0.2,0.4,1.4,4.8
160,Milos Babic,babicmi01,Career,,,NBA,,21,0,4.1,0.6,1.5,.375,0.0,0.0,,0.6,1.5,.375,.375,0.6,1.0,.650,0.4,0.6,1.0,0.5,0.1,0.0,0.5,0.3,1.8
162,Dwayne Bacon,bacondw01,Career,,,NBA,,53,6,13.5,1.4,3.6,.375,0.2,0.8,.256,1.2,2.8,.409,.404,0.4,0.5,.800,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,3.3
163,Henry Bacon,baconhe01,Career,,,ABA,,47,,9.0,1.3,3.5,.366,0.0,0.2,.200,1.2,3.3,.377,.372,0.9,1.6,.603,0.9,0.9,1.7,0.8,,,1.4,1.5,3.5
165,Dalibor Bagaric,bagarda01,Career,,,NBA,,95,0,10.2,1.0,2.8,.361,0.0,0.0,.000,1.0,2.8,.363,.361,0.6,1.1,.559,0.9,1.6,2.5,0.4,0.3,0.5,0.8,1.7,2.6
166,John Bagley,baglejo01,Career,,,NBA,,665,401,25.7,3.5,8.1,.437,0.2,0.7,.241,3.4,7.4,.456,.448,1.5,1.9,.779,0.6,2.0,2.6,6.0,1.1,0.1,2.3,1.6,8.7
167,Carl Bailey,baileca01,Career,,,NBA,,1,0,7.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
168,Gus Bailey,bailegu01,Career,,,NBA,,147,,9.2,1.1,2.6,.406,0.1,0.1,1.000,1.1,2.6,.405,.408,0.5,1.0,.510,0.6,1.0,1.7,1.1,0.4,0.3,0.6,1.0,2.6
169,James Bailey,baileja01,Career,,,NBA,,595,105,19.5,3.4,7.1,.484,0.0,0.0,.077,3.4,7.1,.485,.484,1.9,2.8,.703,1.7,3.3,5.0,0.8,0.5,0.9,1.8,3.3,8.8
170,Thurl Bailey,baileth01,Career,,,NBA,,928,229,26.8,5.1,10.8,.473,0.0,0.0,.114,5.1,10.8,.474,.473,2.5,3.1,.812,1.4,3.7,5.1,1.4,0.5,1.2,1.6,2.0,12.8
171,Toby Bailey,baileto01,Career,,,NBA,,73,12,9.6,1.3,3.1,.407,0.0,0.2,.200,1.2,2.9,.422,.414,0.7,1.1,.692,0.7,1.0,1.7,0.6,0.3,0.1,0.5,1.1,3.3
172,Cameron Bairstow,bairsca01,Career,,,NBA,,36,3,4.6,0.4,1.5,.296,0.0,0.1,.200,0.4,1.4,.306,.306,0.3,0.4,.846,0.3,0.7,1.0,0.2,0.1,0.1,0.2,0.8,1.2
173,Jimmie Baker,bakerji01,Career,,,ABA,,5,,8.0,0.6,3.0,.200,0.0,0.0,,0.6,3.0,.200,.200,0.0,0.4,.000,0.8,2.0,2.8,0.8,0.0,0.6,1.2,2.2,1.2
174,LaMark Baker,bakerla01,Career,,,NBA,,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,Maurice Baker,bakerma01,Career,,,NBA,,5,0,3.8,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.6,0.0
177,Ron Baker,bakerro01,Career,,,NBA,,81,14,15.3,1.3,3.4,.370,0.4,1.5,.286,0.8,1.9,.433,.431,0.6,0.9,.696,0.2,1.4,1.6,1.9,0.7,0.2,0.9,1.3,3.5
178,Vin Baker,bakervi01,Career,,,NBA,,791,604,32.5,5.9,12.2,.485,0.0,0.2,.215,5.9,12.0,.490,.487,3.1,4.8,.638,2.9,4.6,7.4,1.9,0.7,1.0,2.2,3.2,15.0
179,Wade Baldwin,baldwwa01,Career,,,NBA,,37,1,11.7,1.1,3.3,.336,0.1,0.6,.174,1.0,2.7,.374,.352,1.0,1.2,.783,0.3,1.1,1.4,1.7,0.5,0.2,1.1,1.2,3.3
180,Renaldo Balkman,balkmre01,Career,,,NBA,,221,12,13.9,1.7,3.3,.510,0.0,0.3,.172,1.6,3.0,.543,.518,0.7,1.2,.542,1.3,2.2,3.5,0.6,0.7,0.5,0.6,1.9,4.0
181,Cedric Ball,ballce01,Career,,,NBA,,7,0,3.7,0.4,1.1,.375,0.0,0.0,,0.4,1.1,.375,.375,0.3,0.3,1.000,0.7,0.9,1.6,0.0,0.0,0.3,0.3,0.7,1.1
182,Lonzo Ball,balllo01,Career,,,NBA,,52,50,34.2,3.9,10.8,.360,1.7,5.7,.305,2.2,5.2,.420,.440,0.6,1.4,.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2
183,Greg Ballard,ballagr01,Career,,,NBA,,802,337,27.5,5.3,11.1,.472,0.1,0.4,.338,5.1,10.8,.476,.477,1.8,2.3,.787,1.8,4.3,6.1,2.2,1.1,0.3,1.3,2.3,12.4
185,Gene Banks,banksge01,Career,,,NBA,,468,264,27.9,4.6,8.5,.539,0.0,0.1,.043,4.6,8.4,.545,.539,2.2,3.0,.730,2.2,3.7,5.8,2.9,0.9,0.2,1.8,2.8,11.3
186,Marcus Banks,banksma01,Career,,,NBA,,348,37,16.0,2.1,4.9,.432,0.4,1.1,.327,1.8,3.8,.462,.469,1.3,1.7,.768,0.3,1.2,1.5,2.1,0.8,0.2,1.3,1.9,5.9
188,Ken Bannister,bannike01,Career,,,NBA,,253,71,15.3,2.3,4.8,.488,0.0,0.0,.000,2.3,4.7,.489,.488,1.3,2.6,.492,1.1,2.4,3.5,0.4,0.4,0.3,1.4,2.6,5.9
189,Mike Bantom,bantomi01,Career,,,NBA,,706,38,27.9,4.9,10.4,.468,0.0,0.1,.200,4.9,10.4,.469,.468,2.4,3.4,.692,2.3,4.1,6.4,2.3,0.9,0.7,2.4,3.5,12.1
191,Leandro Barbosa,barbole01,Career,,,NBA,,850,112,21.6,4.0,8.7,.459,1.2,3.0,.387,2.8,5.7,.498,.526,1.5,1.8,.821,0.4,1.6,2.0,2.1,0.8,0.1,1.2,1.9,10.6
192,Steve Bardo,bardost01,Career,,,NBA,,33,0,9.1,0.8,2.6,.329,0.0,0.3,.100,0.8,2.3,.360,.335,0.5,0.7,.696,0.4,1.4,1.8,1.3,0.4,0.1,0.7,1.4,2.2
193,J.J. Barea,bareajo01,Career,,,NBA,,762,99,19.8,3.4,8.0,.424,1.0,2.8,.353,2.4,5.2,.462,.485,1.1,1.4,.798,0.3,1.8,2.1,3.9,0.4,0.0,1.5,1.4,8.9
194,Andrea Bargnani,bargnan01,Career,,,NBA,,550,377,28.7,5.3,12.1,.439,1.1,3.2,.354,4.2,8.9,.470,.486,2.5,3.0,.824,1.0,3.7,4.6,1.2,0.4,0.9,1.5,2.4,14.3
197,Charles Barkley,barklch01,Career,,,NBA,,1073,1012,36.7,7.9,14.5,.541,0.5,1.9,.266,7.4,12.7,.581,.558,5.9,8.1,.735,4.0,7.7,11.7,3.9,1.5,0.8,3.1,3.1,22.1
198,Erick Barkley,barkler01,Career,,,NBA,,27,4,9.9,1.2,3.3,.356,0.1,0.6,.267,1.0,2.8,.373,.378,0.3,0.4,.900,0.2,0.6,0.8,1.5,0.7,0.0,0.6,1.1,2.9
200,Harrison Barnes,barneha02,Career,,,NBA,,460,399,30.3,4.9,10.9,.452,1.0,2.8,.369,3.9,8.1,.481,.500,2.1,2.7,.789,1.0,3.9,4.9,1.6,0.7,0.2,1.1,1.7,13.1
203,Marvin Barnes,barnema01,Career,,,TOT,,315,,29.5,6.7,13.8,.481,0.0,0.1,.214,6.6,13.8,.482,.481,2.7,3.9,.691,3.1,6.0,9.1,2.1,1.2,1.4,2.9,3.7,16.0
204,Matt Barnes,barnema02,Career,,,NBA,,929,359,23.6,3.0,6.9,.436,1.1,3.2,.335,1.9,3.7,.522,.513,1.1,1.5,.745,1.1,3.5,4.6,1.8,0.8,0.5,1.3,2.5,8.2
207,Nathaniel Barnett,barnena01,Career,,,ABA,,12,,6.1,1.0,2.2,.462,0.0,0.1,.000,1.0,2.1,.480,.462,0.3,0.7,.375,0.3,0.4,0.7,0.7,0.3,0.1,0.7,1.8,2.3
212,Mike Barr,barrmi01,Career,,,TOT,,307,,20.7,2.5,5.1,.479,0.0,0.1,.333,2.4,5.0,.482,.482,0.9,1.3,.753,0.6,1.5,2.1,2.8,0.9,0.2,1.8,1.9,5.9
214,Andre Barrett,barrean01,Career,,,NBA,,67,1,12.2,1.3,3.6,.369,0.3,1.0,.246,1.1,2.6,.419,.405,0.4,0.5,.727,0.3,0.7,1.1,2.0,0.4,0.0,0.7,1.0,3.3
216,Mike Barrett,barremi01,Career,,,ABA,,187,,28.3,5.2,11.8,.440,0.5,1.6,.310,4.7,10.2,.460,.461,2.4,3.3,.746,1.5,1.7,3.2,3.9,,,2.8,2.5,13.4
217,Earl Barron,barroea01,Career,,,NBA,,140,31,14.2,1.8,4.9,.371,0.0,0.1,.167,1.8,4.8,.377,.373,0.9,1.3,.702,1.3,2.2,3.5,0.5,0.3,0.2,0.8,1.9,4.6
218,Dana Barros,barroda01,Career,,,NBA,,850,264,22.9,3.9,8.4,.460,1.3,3.1,.411,2.6,5.3,.488,.536,1.5,1.7,.858,0.3,1.6,1.9,3.3,0.9,0.1,1.4,1.3,10.5
219,Brent Barry,barrybr01,Career,,,NBA,,912,449,25.9,3.2,6.9,.460,1.5,3.8,.405,1.6,3.1,.525,.570,1.4,1.7,.823,0.5,2.6,3.0,3.2,1.0,0.3,1.4,1.9,9.3
220,Drew Barry,barrydr01,Career,,,NBA,,60,0,10.0,0.7,1.7,.417,0.4,1.1,.381,0.3,0.7,.475,.534,0.4,0.5,.774,0.1,1.0,1.1,1.9,0.3,0.0,0.9,1.3,2.2
221,Jon Barry,barryjo01,Career,,,NBA,,821,36,16.9,1.9,4.5,.434,0.8,2.0,.392,1.1,2.4,.470,.524,1.1,1.2,.848,0.4,1.5,1.8,2.2,0.9,0.1,1.0,1.2,5.7
222,Rick Barry,barryri01,Career,,,TOT,,1020,,37.4,9.5,20.9,.456,0.6,2.0,.297,9.3,20.3,.460,.460,5.6,6.3,.893,1.3,4.6,6.7,4.9,2.0,0.5,3.0,3.0,24.8
225,Will Barton,bartowi01,Career,,,NBA,,390,60,22.6,3.8,8.7,.432,1.0,2.9,.339,2.8,5.8,.479,.488,1.7,2.2,.790,0.7,3.2,3.8,2.3,0.7,0.4,1.3,1.4,10.3
226,Eddie Basden,basdeed01,Career,,,NBA,,19,0,7.4,0.8,1.9,.405,0.1,0.4,.143,0.7,1.6,.467,.419,0.4,0.5,.800,0.4,1.1,1.5,0.4,0.5,0.1,0.5,0.9,2.1
228,Brandon Bass,bassbr01,Career,,,NBA,,758,283,21.6,3.4,6.8,.499,0.0,0.1,.207,3.4,6.7,.502,.500,1.9,2.3,.832,1.5,3.0,4.5,0.8,0.4,0.6,0.9,1.8,8.7
229,Tim Bassett,basseti01,Career,,,TOT,,473,,23.7,2.6,6.1,.423,0.0,0.1,.286,2.6,6.1,.424,.424,1.0,1.8,.588,2.4,4.2,6.7,1.2,0.8,0.5,1.2,2.7,6.2
230,Maceo Baston,bastoma01,Career,,,NBA,,105,4,7.9,1.0,1.6,.616,0.0,0.1,.375,1.0,1.6,.628,.625,0.7,0.9,.740,0.5,1.1,1.7,0.2,0.2,0.4,0.5,1.3,2.7
231,Mengke Bateer,bateeme01,Career,,,NBA,,46,10,10.7,1.3,3.4,.391,0.1,0.3,.333,1.2,3.1,.397,.407,0.6,0.8,.744,0.8,1.6,2.5,0.6,0.2,0.1,0.9,2.6,3.4
232,Billy Ray Bates,batesbi01,Career,,,NBA,,187,3,17.8,4.8,10.1,.474,0.2,0.6,.303,4.6,9.4,.485,.483,2.0,2.5,.796,0.8,0.9,1.7,1.9,0.8,0.1,1.5,1.4,11.7
233,Esteban Batista,batises01,Career,,,NBA,,70,3,8.2,0.6,1.4,.438,0.0,0.0,.000,0.6,1.4,.442,.438,0.5,0.9,.617,1.0,1.5,2.5,0.2,0.3,0.2,0.6,1.8,1.7
234,Mike Batiste,batismi01,Career,,,NBA,,75,2,16.6,2.6,6.2,.422,0.2,1.1,.222,2.4,5.1,.464,.441,0.9,1.2,.784,1.1,2.3,3.4,0.7,0.6,0.2,0.9,1.6,6.4
235,Tony Battie,battito01,Career,,,NBA,,837,429,21.1,2.6,5.2,.488,0.0,0.1,.162,2.5,5.2,.494,.490,0.9,1.4,.690,1.6,3.5,5.1,0.6,0.5,0.9,0.8,2.6,6.1
236,Shane Battier,battish01,Career,,,NBA,,977,705,30.7,3.1,7.0,.437,1.3,3.3,.384,1.8,3.6,.486,.529,1.2,1.6,.743,1.3,2.9,4.2,1.8,1.0,0.9,0.9,2.3,8.6
237,John Battle,battljo01,Career,,,NBA,,612,62,17.8,3.4,7.2,.464,0.1,0.4,.273,3.3,6.9,.474,.471,1.9,2.4,.793,0.3,1.1,1.3,2.1,0.4,0.1,1.1,1.4,8.7
238,Kenny Battle,battlke01,Career,,,NBA,,134,17,13.4,1.8,3.6,.504,0.0,0.2,.133,1.8,3.4,.529,.508,1.0,1.4,.725,1.0,1.4,2.4,0.8,0.7,0.2,0.7,1.6,4.7
239,Dave Batton,battoda01,Career,,,NBA,,58,5,10.2,1.6,3.5,.448,0.0,0.1,.000,1.6,3.4,.455,.448,0.1,0.3,.471,0.8,1.3,2.1,0.6,0.3,0.3,0.6,1.1,3.2
240,Lloyd Batts,battsll01,Career,,,ABA,,58,,22.7,4.3,11.7,.366,0.7,2.5,.286,3.6,9.2,.388,.397,1.0,1.6,.617,1.2,2.2,3.4,1.8,1.3,0.1,1.5,1.8,10.3
241,Nicolas Batum,batumni01,Career,,,NBA,,688,635,31.7,4.3,9.9,.434,1.6,4.6,.354,2.7,5.3,.502,.516,1.9,2.2,.839,1.1,4.2,5.3,3.8,1.0,0.7,1.9,1.8,12.1
242,Johnny Baum,baumjo01,Career,,,TOT,,244,,13.9,2.6,5.4,.480,0.0,0.0,.000,2.6,5.4,.481,.480,1.0,1.3,.758,1.2,1.8,2.7,0.6,0.6,0.3,0.8,1.4,6.1
244,Lonny Baxter,baxtelo01,Career,,,NBA,,162,5,11.6,1.5,3.3,.466,0.0,0.0,.200,1.5,3.2,.469,.467,0.9,1.3,.657,1.1,1.8,2.9,0.2,0.2,0.4,0.7,2.0,3.9
245,Jerryd Bayless,bayleje01,Career,,,NBA,,552,93,21.4,3.0,7.2,.414,0.9,2.3,.366,2.1,4.8,.438,.474,1.7,2.1,.824,0.3,1.8,2.1,2.8,0.6,0.1,1.4,2.1,8.5
248,Aron Baynes,baynear01,Career,,,NBA,,370,85,14.9,2.2,4.3,.504,0.0,0.1,.143,2.1,4.2,.509,.505,1.0,1.3,.801,1.5,2.9,4.3,0.7,0.2,0.5,0.8,2.1,5.3
249,Sergei Bazarevich,bazarse01,Career,,,NBA,,10,0,7.4,1.1,2.2,.500,0.1,0.6,.167,1.0,1.6,.625,.523,0.7,0.9,.778,0.1,0.6,0.7,1.4,0.1,0.1,0.7,1.0,3.0
250,Kent Bazemore,bazemke01,Career,,,NBA,,416,222,20.0,3.0,7.0,.422,1.0,2.7,.360,2.0,4.3,.462,.493,1.3,1.9,.718,0.3,2.6,2.9,1.8,1.0,0.4,1.4,1.8,8.2
252,Bradley Beal,bealbr01,Career,,,NBA,,401,367,33.8,6.9,15.5,.446,2.1,5.4,.393,4.8,10.1,.474,.514,2.7,3.4,.795,0.8,3.0,3.7,3.4,1.1,0.3,2.0,2.1,18.6
257,Jerome Beasley,beaslje01,Career,,,NBA,,2,0,2.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
258,John Beasley,beasljo01,Career,,,ABA,,506,,27.6,5.5,11.2,.491,0.2,0.5,.316,5.3,10.7,.500,.499,2.5,3.0,.831,2.7,5.7,8.4,1.2,0.2,0.2,1.2,2.6,13.7
259,Malik Beasley,beaslma01,Career,,,NBA,,83,1,9.0,1.3,3.0,.420,0.4,1.3,.330,0.8,1.7,.489,.492,0.4,0.5,.698,0.2,0.8,1.1,0.5,0.3,0.1,0.4,0.6,3.3
260,Michael Beasley,beaslmi01,Career,,,NBA,,579,232,23.4,5.2,11.1,.464,0.5,1.4,.353,4.7,9.7,.480,.486,1.8,2.4,.760,1.1,3.7,4.8,1.3,0.6,0.5,1.7,2.2,12.7
261,Zelmo Beaty,beatyze01,Career,,,TOT,,889,,33.4,6.4,13.0,.494,0.0,0.0,.154,6.4,13.0,.495,.494,4.2,5.5,.771,3.3,7.1,10.9,1.5,0.7,0.8,2.3,3.6,17.1
262,Rodrigue Beaubois,beaubro01,Career,,,NBA,,182,54,15.9,2.8,6.3,.439,0.7,2.2,.325,2.0,4.1,.500,.496,0.8,1.0,.810,0.3,1.6,1.9,2.1,0.7,0.3,1.1,1.7,7.1
263,Byron Beck,beckby01,Career,,,TOT,,747,,25.7,4.9,9.8,.505,0.0,0.1,.295,4.9,9.7,.506,.505,1.6,2.0,.811,2.4,4.5,7.0,1.3,0.6,0.1,1.3,3.0,11.5
264,Corey Beck,beckco01,Career,,,NBA,,88,14,10.8,1.1,2.3,.451,0.0,0.1,.600,1.0,2.3,.448,.459,0.6,0.9,.684,0.4,1.0,1.4,1.4,0.5,0.1,1.0,1.5,2.7
266,Arthur Becker,beckear01,Career,,,ABA,,414,,25.5,5.1,10.6,.480,0.0,0.1,.321,5.1,10.6,.481,.481,2.2,2.7,.835,2.1,4.2,6.3,1.0,,,1.4,3.4,12.5
269,William Bedford,bedfowi01,Career,,,NBA,,238,30,10.6,1.7,4.1,.416,0.0,0.1,.318,1.7,4.0,.418,.419,0.6,1.0,.605,0.8,1.6,2.4,0.5,0.2,0.5,0.7,1.5,4.1
271,Ron Behagen,behagro01,Career,,,NBA,,388,,23.5,4.1,9.7,.425,0.0,0.0,,4.1,9.7,.425,.425,2.0,2.7,.754,2.3,4.7,7.0,1.6,0.7,0.4,1.9,3.3,10.3
273,Marco Belinelli,belinma01,Career,,,NBA,,718,217,23.2,3.5,8.2,.426,1.4,3.6,.377,2.1,4.5,.466,.510,1.5,1.8,.841,0.2,1.8,2.0,1.7,0.6,0.1,1.0,1.5,9.9
274,Charlie Bell,bellch01,Career,,,NBA,,376,137,24.9,3.2,7.7,.412,1.2,3.2,.361,2.0,4.5,.449,.488,1.0,1.3,.769,0.5,1.7,2.2,2.3,0.8,0.1,1.0,2.0,8.5
276,Jordan Bell,belljo01,Career,,,NBA,,52,13,14.5,2.1,3.3,.636,0.0,0.1,.000,2.1,3.3,.647,.636,0.6,0.8,.690,1.1,2.7,3.8,1.9,0.7,1.0,0.9,1.7,4.8
277,Raja Bell,bellra01,Career,,,NBA,,706,479,28.1,3.7,8.4,.434,1.4,3.3,.406,2.3,5.1,.452,.514,1.2,1.6,.799,0.6,2.2,2.8,1.7,0.7,0.2,1.0,2.6,9.9
278,Troy Bell,belltr01,Career,,,NBA,,6,0,5.7,0.7,3.0,.222,0.0,0.7,.000,0.7,2.3,.286,.222,0.5,0.5,1.000,0.5,0.2,0.7,0.7,0.2,0.0,1.0,1.0,1.8
281,DeAndre' Bembry,bembrde01,Career,,,NBA,,60,1,12.5,1.5,3.4,.441,0.2,0.7,.209,1.3,2.7,.503,.463,0.4,0.7,.512,0.4,1.6,2.0,1.0,0.4,0.3,0.9,0.9,3.5
284,Dragan Bender,bendedr01,Career,,,NBA,,121,33,20.7,1.9,5.0,.369,1.1,3.3,.341,0.7,1.7,.424,.481,0.3,0.5,.702,0.5,3.0,3.5,1.2,0.3,0.6,1.1,1.9,5.2
285,Jonathan Bender,bendejo01,Career,,,NBA,,262,28,14.7,1.9,4.7,.417,0.4,1.1,.340,1.6,3.5,.442,.458,1.3,1.7,.763,0.6,1.6,2.2,0.6,0.2,0.6,1.0,1.5,5.5
286,Jerrelle Benimon,benimje01,Career,,,NBA,,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0
287,Benoit Benjamin,benjabe01,Career,,,NBA,,807,614,27.2,4.4,9.0,.497,0.0,0.0,.048,4.4,8.9,.498,.497,2.5,3.5,.721,1.8,5.7,7.5,1.3,0.6,2.0,2.3,2.8,11.4
288,Corey Benjamin,benjaco01,Career,,,NBA,,153,16,14.3,2.1,5.3,.390,0.4,1.3,.289,1.7,4.0,.423,.425,0.9,1.4,.652,0.5,1.1,1.7,0.9,0.5,0.3,1.1,2.1,5.5
289,Anthony Bennett,bennean01,Career,,,NBA,,151,4,12.6,1.7,4.2,.392,0.2,0.9,.261,1.4,3.3,.427,.420,0.8,1.2,.670,0.9,2.3,3.1,0.5,0.4,0.2,0.7,1.4,4.4
290,Elmer Bennett,benneel01,Career,,,NBA,,21,0,7.6,0.8,2.2,.340,0.1,0.5,.273,0.6,1.7,.361,.372,0.6,0.9,.722,0.0,0.4,0.5,1.0,0.4,0.0,1.0,0.8,2.3
291,Mario Bennett,bennema01,Career,,,NBA,,68,18,8.9,1.6,3.1,.534,0.0,0.0,.333,1.6,3.0,.537,.536,0.7,1.3,.511,1.2,1.4,2.7,0.4,0.5,0.3,0.5,1.6,4.0
292,Mel Bennett,benneme01,Career,,,TOT,,204,0,18.3,2.4,6.2,.382,0.0,0.0,.000,2.4,6.1,.384,.382,2.2,3.5,.609,2.2,2.5,4.7,1.0,0.6,0.5,1.8,2.6,6.9
294,Tony Bennett,benneto01,Career,,,NBA,,152,7,12.4,1.5,3.5,.412,0.4,1.1,.335,1.1,2.4,.446,.464,0.3,0.4,.732,0.2,0.8,1.0,2.0,0.5,0.0,0.6,1.3,3.5
295,Winston Bennett,bennewi01,Career,,,NBA,,136,92,15.9,1.9,4.4,.425,0.0,0.0,.000,1.9,4.4,.426,.425,1.0,1.4,.694,1.3,1.7,3.0,0.9,0.4,0.2,0.8,2.2,4.8
296,David Benoit,benoida01,Career,,,NBA,,492,179,18.9,2.7,6.2,.438,0.4,1.3,.319,2.3,4.9,.470,.472,1.2,1.5,.795,1.2,2.9,4.0,0.6,0.4,0.5,0.9,2.1,7.0
297,Keith Benson,bensoke02,Career,,,NBA,,3,0,3.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Kent Benson,bensoke01,Career,,,NBA,,680,233,23.1,3.8,7.7,.493,0.0,0.1,.206,3.8,7.6,.495,.494,1.5,2.0,.757,1.8,3.9,5.7,1.8,0.9,0.9,1.6,2.8,9.1
299,Ben Bentil,bentibe01,Career,,,NBA,,3,0,3.3,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0
303,Ricky Berry,berryri01,Career,,,NBA,,64,21,22.0,4.0,8.9,.450,1.0,2.5,.406,3.0,6.4,.467,.507,2.0,2.6,.789,0.9,2.2,3.1,1.3,0.6,0.3,1.3,3.1,11.0
304,Walter Berry,berrywa01,Career,,,NBA,,205,132,23.7,5.9,10.9,.539,0.0,0.0,.200,5.9,10.8,.540,.540,2.3,3.7,.638,1.9,2.8,4.7,1.4,0.6,0.7,2.0,2.9,14.1
305,Davis Bertans,bertada01,Career,,,NBA,,140,16,13.4,1.9,4.2,.438,1.2,3.0,.383,0.7,1.2,.570,.573,0.5,0.6,.819,0.3,1.5,1.8,0.8,0.3,0.4,0.5,1.2,5.3
306,Del Beshore,beshode01,Career,,,NBA,,69,,12.6,1.3,3.6,.352,0.1,0.4,.385,1.1,3.2,.348,.372,0.8,1.3,.667,0.2,0.7,0.9,2.0,0.8,0.1,1.5,1.5,3.5
307,Travis Best,besttr01,Career,,,NBA,,708,148,21.4,2.8,6.6,.431,0.4,1.1,.345,2.5,5.5,.449,.460,1.6,1.9,.835,0.3,1.4,1.8,3.5,0.9,0.1,1.3,2.3,7.6
308,Patrick Beverley,beverpa01,Career,,,NBA,,302,251,28.6,3.4,8.1,.413,1.7,4.4,.376,1.7,3.7,.457,.515,1.0,1.3,.767,1.2,2.9,4.1,3.4,1.3,0.4,1.4,3.1,9.4
309,Sim Bhullar,bhullsi01,Career,,,NBA,,3,0,1.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.7
313,Henry Bibby,bibbyhe01,Career,,,NBA,,675,,22.9,3.2,7.5,.424,0.3,0.9,.293,3.1,7.3,.428,.428,2.1,2.7,.782,0.7,1.7,2.3,3.3,0.9,0.1,1.8,2.0,8.6
314,Mike Bibby,bibbymi01,Career,,,NBA,,1001,950,33.9,5.4,12.4,.436,1.5,4.0,.379,3.9,8.4,.463,.497,2.4,2.9,.802,0.5,2.6,3.1,5.5,1.2,0.1,2.1,1.9,14.7
316,Andris Biedrins,biedran01,Career,,,NBA,,516,311,21.6,2.8,4.7,.594,0.0,0.0,.000,2.8,4.7,.595,.594,0.7,1.5,.500,2.3,4.7,7.0,0.9,0.6,1.1,0.9,3.2,6.3
319,Lionel Billingy,billili01,Career,,,ABA,,46,,22.2,3.3,7.6,.427,0.0,0.0,.000,3.3,7.6,.430,.427,2.0,3.1,.650,2.3,3.8,6.1,1.1,0.9,0.2,2.7,2.4,8.5
